time,x_m,y_m,z_m
13.8162,0.6564,0.1367,0.6020
13.8479,0.6126,0.1255,0.6808
13.8815,0.5630,0.1242,0.7576
13.9143,0.5075,0.1350,0.8361
13.9490,0.4471,0.1363,0.9210
13.9834,0.3866,0.1399,1.0159
14.0147,0.3285,0.1425,1.1221
14.0491,0.2696,0.1463,1.2274
14.0818,0.2056,0.1500,1.3253
14.1152,0.1408,0.1530,1.4118
14.1481,0.0844,0.1556,1.4985
14.9476,0.0435,0.1586,1.5919
14.9822,0.0315,0.1603,1.6696
15.0166,0.0242,0.1627,1.7290
15.0497,0.0231,0.1639,1.7686
15.0821,0.0287,0.1636,1.7916
15.1164,0.0384,0.1645,1.7988
15.1549,0.0529,0.1652,1.7939
15.1830,0.0711,0.1404,1.7792
15.2163,0.0918,0.1536,1.7550
15.2507,0.1162,0.1660,1.7257
15.2831,0.1425,0.1756,1.6899
15.3160,0.1705,0.1781,1.6478
15.3491,0.2006,0.1732,1.6028
15.3826,0.2314,0.1686,1.5533
15.4154,0.2630,0.1612,1.5002
15.4499,0.2955,0.1516,1.4469
15.4834,0.3281,0.1398,1.3896
15.5160,0.3611,0.1333,1.3348
15.5494,0.3942,0.1255,1.2772
15.5818,0.4262,0.1218,1.2137
15.6159,0.4590,0.1123,1.1548
15.6513,0.4916,0.0978,1.0955
15.6822,0.5240,0.0982,1.0323
15.7152,0.5574,0.1119,0.9696
15.7497,0.5907,0.1264,0.9095
15.7837,0.6236,0.1409,0.8502
15.8160,0.6571,0.1560,0.7900
15.8512,0.6900,0.1704,0.7302
15.8822,0.7225,0.1578,0.6728
15.9151,0.7549,0.1478,0.6122
15.9490,0.7833,0.1400,0.5593
15.9842,0.7940,0.1623,0.5157
16.0176,0.7882,0.1796,0.4866
16.0492,0.7646,0.1628,0.4696
16.0831,0.7282,0.1537,0.4773
16.1160,0.6822,0.1459,0.5152
16.1495,0.6255,0.1275,0.5812
16.1854,0.5624,0.1376,0.6768
16.2174,0.4983,0.1432,0.7967
16.2510,0.4270,0.1441,0.9083
16.2827,0.3514,0.1450,1.0160
16.3178,0.2714,0.1463,1.1225
16.3498,0.1869,0.1473,1.2209
16.3836,0.1162,0.1502,1.3278
17.1507,0.0753,0.1545,1.4544
17.1834,0.0356,0.1576,1.5474
17.2165,0.0061,0.1597,1.6205
17.2505,-0.0077,0.1613,1.6692
17.2840,-0.0082,0.1637,1.7127
17.3172,-0.0041,0.1643,1.7386
17.3511,0.0061,0.1643,1.7506
17.3846,0.0206,0.1632,1.7513
17.4171,0.0378,0.1387,1.7400
17.4502,0.0564,0.1473,1.7179
17.4837,0.0770,0.1549,1.6851
17.5168,0.1027,0.1631,1.6519
17.5504,0.1294,0.1671,1.6126
17.5838,0.1580,0.1677,1.5691
17.6169,0.1877,0.1621,1.5238
17.6548,0.2174,0.1543,1.4759
17.6866,0.2473,0.1412,1.4228
17.7164,0.2787,0.1262,1.3726
17.7501,0.3103,0.1120,1.3193
17.7890,0.3420,0.1020,1.2658
17.8208,0.3736,0.1002,1.2090
17.8500,0.4052,0.1004,1.1507
17.8838,0.4357,0.0989,1.0920
17.9184,0.4662,0.0966,1.0314
17.9500,0.4966,0.0851,0.9700
17.9841,0.5284,0.1006,0.9109
18.0191,0.5580,0.1198,0.8513
18.0512,0.5881,0.1397,0.7897
18.0862,0.6184,0.1578,0.7324
18.1174,0.6495,0.1741,0.6773
18.1508,0.6790,0.1890,0.6240
18.1880,0.6930,0.2037,0.5760
18.2172,0.6876,0.1731,0.5338
18.2510,0.6656,0.1595,0.5097
18.2857,0.6255,0.1504,0.5004
18.3194,0.5720,0.1448,0.5161
18.3505,0.5069,0.1231,0.5624
18.3848,0.4333,0.1263,0.6338
18.4175,0.3579,0.1338,0.7424
18.4509,0.2812,0.1357,0.8737
18.4846,0.2073,0.1409,1.0235
18.5174,0.1296,0.1427,1.1426
18.6840,0.0787,0.1478,1.2840
18.7509,0.0321,0.1511,1.3943
18.7849,-0.0067,0.1539,1.4898
18.8176,-0.0375,0.1564,1.5723
18.8505,-0.0561,0.1606,1.6490
18.8911,-0.0688,0.1631,1.7191
18.9181,-0.0828,0.1640,1.7791
18.9516,-0.0935,0.1657,1.8296
18.9849,-0.0970,0.1664,1.8739
19.0185,-0.1050,0.1671,1.9151
19.0513,-0.0923,0.1700,1.9524
19.0848,-0.0828,0.1722,1.9832
19.1181,-0.0749,0.1742,2.0145
19.1516,-0.0712,0.1749,2.0406
19.1845,-0.0691,0.1750,2.0695
19.2179,-0.0703,0.1763,2.0937
19.2518,-0.0719,0.1778,2.1182
19.2842,-0.0742,0.1790,2.1433
19.3203,-0.0766,0.1805,2.1693
19.3516,-0.0773,0.1815,2.1955
19.3851,-0.0633,0.1850,2.2475
19.8188,-0.0705,0.1831,2.2174
19.8516,-0.0763,0.1815,2.1974
19.8852,-0.0709,0.1807,2.1793
19.9180,-0.0598,0.1790,2.1527
19.9535,-0.0466,0.1772,2.1161
19.9850,-0.0292,0.1756,2.0730
20.0188,-0.0075,0.1737,2.0281
