time,x_m,y_m,z_m
17.4620,0.7775,0.0080,0.7608
17.5199,0.7580,0.0142,0.7265
17.6082,0.7308,0.0165,0.7062
17.6790,0.6732,0.0148,0.6516
17.7439,0.6038,0.0163,0.5668
17.8027,0.5290,0.0166,0.4811
17.8520,0.4489,0.0176,0.3845
17.9088,0.3779,0.0167,0.2994
17.9716,0.3353,0.0166,0.2479
18.0318,0.3145,0.0172,0.2238
18.0878,0.3108,0.0184,0.2217
18.1454,0.3205,0.0178,0.2421
18.2039,0.3333,0.0199,0.2568
18.2597,0.3533,0.0237,0.2786
18.4450,0.4002,0.0264,0.2863
18.4878,0.4609,0.0242,0.3018
18.5562,0.5194,0.0215,0.3099
18.6109,0.5829,0.0192,0.3064
18.6624,0.6450,0.0188,0.2796
18.7117,0.7066,0.0212,0.2216
18.7739,0.7636,0.0194,0.1900
18.8358,0.8254,0.0195,0.1477
18.8998,0.8927,0.0171,0.1111
18.9414,0.9615,0.0158,0.0637
19.0078,1.0251,0.0147,0.0296
19.0609,1.0900,0.0142,-0.0031
19.1073,1.1390,0.0160,-0.0538
19.1542,1.1703,0.0143,-0.0862
19.2016,1.1864,0.0133,-0.1035
19.2594,1.1872,0.0131,-0.1307
19.3085,1.1757,0.0124,-0.1401
19.3484,1.1608,0.0114,-0.1511
19.4052,1.1430,0.0100,-0.1602
19.4500,1.1168,0.0085,-0.1707
19.5003,1.0887,0.0087,-0.1761
19.5421,1.0543,0.0092,-0.1802
19.5966,1.0199,0.0085,-0.1834
19.6530,0.9807,0.0079,-0.1889
19.7114,0.9432,0.0086,-0.2000
19.7738,0.9006,0.0092,-0.1991
19.8340,0.8536,0.0080,-0.1883
19.8704,0.8020,0.0084,-0.1817
19.9153,0.7525,0.0076,-0.1697
19.9776,0.7051,0.0077,-0.1561
20.0349,0.6537,0.0098,-0.1441
20.0853,0.5998,0.0105,-0.1274
20.1441,0.5475,0.0114,-0.1159
20.2092,0.4950,0.0103,-0.0911
20.2699,0.4407,0.0090,-0.0668
20.3311,0.4053,0.0139,-0.0466
